Date,Close,High,Low,Open,Volume,SMA_5,SMA_10,RSI,MACD,Signal_Line,Close_Norm,SMA_5_Norm,RSI_Norm,MACD_Norm,Signal,Signal_Label
2025-01-23,443.4388122558594,443.4785278251988,438.266972657695,438.7633112450764,18389300,431.8185668945313,424.6375396728516,72.91087119994273,4.823450775811978,2.192377882466356,-0.38622301353329064,-0.5996051816159148,1.0439370298398167,0.29335774260609754,1,BUY
2025-01-24,440.8082580566406,443.3792885037775,438.1677329312852,441.9002090925553,15549500,435.68604736328126,426.57326354980466,69.89383583942936,5.580863873777616,2.870075080728608,-0.4359279235908531,-0.5261027911986491,0.8747132741777384,0.3903284314742034,1,BUY
2025-01-27,431.3778381347656,432.0131661377311,420.3988297966623,420.9051049056437,35647800,436.78394775390626,428.1228332519531,58.15035732714907,5.3583948955238725,3.3677390436876613,-0.6141178176295513,-0.5052369319388427,0.21602840611346916,0.3618459954944286,1,BUY
2025-01-28,443.9252624511719,445.0966142937209,428.2211016468738,431.4175234893937,23491700,440.4965576171875,431.1018585205078,62.579654867348395,6.123965642696248,3.918984363489379,-0.37703142827240815,-0.4346778943838096,0.4644651246575285,0.45986109838870637,1,BUY
2025-01-29,439.0909118652344,443.60761150041753,437.1750520555274,443.41900040059096,23581400,439.72821655273435,433.7483337402344,63.07996169491209,6.268336800802672,4.388854850952038,-0.4683775640532683,-0.4492803999037158,0.4925270431394194,0.47834476429291184,1,BUY
2025-01-30,411.95111083984375,419.7634757332681,410.1345248522129,415.7034295288443,54586300,433.43067626953126,432.62462158203124,45.283395080143514,4.1450156969996215,4.340087020161555,-0.9811901756876595,-0.5689666577412533,-0.5056720100957567,0.20649851463469737,1,BUY
2025-01-31,412.0205993652344,417.6093768911104,411.8717038429144,415.911907348454,34161900,427.67314453125,431.6795959472656,47.9720427589875,2.4397516296979234,3.9600199420688287,-0.9798771744556,-0.6783899241511103,-0.3548673281815582,-0.011824394953770719,1,BUY
2025-02-03,407.9109191894531,412.3680300232083,405.6674590737405,408.5859323997036,25679100,422.9797607421875,429.88185424804686,46.810455829221304,0.7480773563399339,3.3176314249230496,-1.0575305007254867,-0.7675888045150064,-0.4200200623376373,-0.22840741955234808,1,BUY
2025-02-04,409.3503112792969,410.8889791877868,406.739565274027,409.6679752687522,20532100,416.0647705078125,428.2806640625,48.32009088778319,-0.4710102678286603,2.559903086372708,-1.0303328651913097,-0.8990098462101155,-0.3353455114084385,-0.38448574328840546,1,BUY
2025-02-05,410.26361083984375,410.7996347714461,407.3947588943965,409.3304917519487,16316700,410.2993103027344,425.0137634277344,42.64409284791056,-1.347912455520202,1.778339977994126,-1.013075865686766,-1.0085837950259007,-0.6537089346579432,-0.49675447674283474,1,BUY
2025-02-06,412.7750244140625,415.1376009046221,410.9683447102107,410.9683447102107,16309800,410.46409301757814,421.9473846435547,45.09519397322681,-1.8192425743662284,1.0588234675220551,-0.9656221443907145,-1.0054520601565644,-0.5162281005377278,-0.5570983055352685,1,BUY
2025-02-07,406.7494812011719,415.58430218979566,405.1115698860282,413.4302096384315,22886800,409.4098693847656,418.5415069580078,39.397236663636946,-2.6484563132440826,0.3173675113688277,-1.0794761313314256,-1.0254878321978746,-0.835823206432316,-0.6632615441878051,1,BUY
2025-02-10,409.201416015625,412.41768060214906,407.9109477120237,410.6804954197058,20817900,409.66796875,416.32386474609376,41.234099335215255,-3.0723474190382376,-0.3605754747125854,-1.033146274506733,-1.0205825920904725,-0.7327946493301322,-0.7175318131392237,1,BUY
2025-02-11,408.4270935058594,409.4693924071674,406.3027498403555,406.6402867338733,18140600,409.4833251953125,412.7740478515625,27.113441663314674,-3.431212646077256,-0.9747029089855196,-1.0477772715471576,-1.024091786966655,-1.524814111525283,-0.763476896965014,1,BUY
2025-02-12,406.0447082519531,407.742177856358,401.4088921943929,404.2280919312538,19121700,408.63954467773436,409.46942749023435,25.799832200016226,-3.8633205490994555,-1.552426437008307,-1.0927929738668596,-1.040128037318956,-1.5984937010196485,-0.8187991525927035,1,BUY
2025-02-13,407.53369140625,407.9903144193584,403.3842778370556,404.0196057632089,23891700,407.5912780761719,409.027685546875,28.14289992181591,-4.039060898998002,-2.049753329406246,-1.0646583040761624,-1.0600505945579666,-1.4670723975629782,-0.8412989784306206,1,BUY
2025-02-14,405.4391479492188,405.91564391864586,402.9078331667541,404.8038502840872,22758500,407.32921142578124,408.3695404052734,31.144428657818978,-4.297806111029274,-2.499363885730852,-1.1042351712527865,-1.0650312338677195,-1.2987183994356042,-0.8744258170334761,1,BUY
2025-02-18,406.6403198242188,407.593281493885,403.5232987441634,405.012314606688,21423100,406.8169921875,408.24248046875005,17.542358873408446,-4.355728892694458,-2.870636887123573,-1.0815387599687003,-1.0747660828826266,-2.0616505691480453,-0.8818416011733545,1,BUY
2025-02-19,411.7327270507813,412.447455873821,404.6648699641124,404.89319663470326,24114200,407.4781188964844,408.48072204589846,26.290419236065276,-3.9452401378324,-3.0855575372653385,-0.9853165862351412,-1.0622012118065591,-1.570976959981114,-0.8292872191082709,1,BUY
2025-02-20,413.91107177734375,417.07410775463984,410.3402184035009,413.0755545581438,23508700,409.0513916015625,408.84546813964846,52.99386903472053,-3.4049010481396067,-3.149426239440192,-0.9441562753241141,-1.032300788123526,-0.07319601806557438,-0.7601082546955741,1,BUY
2025-02-21,406.03326416015625,415.8207899827264,405.71499358869687,415.1145844657973,27524800,408.7513061523438,408.1712921142579,42.61574534361338,-3.5711852630204817,-3.2337780441562503,-1.0930092125414412,-1.038003983789345,-0.655298929658863,-0.7813974229291317,1,BUY
2025-02-24,401.8457336425781,407.1870941067446,397.1906962904959,406.3316944915949,26443700,408.0326232910156,407.68091735839846,42.5340682014111,-3.9948156690954875,-3.385985569144098,-1.1721335384349485,-1.0516627232933646,-0.6598801529803106,-0.8356343148087495,1,BUY
2025-02-25,395.77825927734375,399.77684273234365,394.5846762878954,398.9612079589026,29387400,405.86021118164064,406.33860168457034,35.00231677273234,-4.7652099175878675,-3.661830438832852,-1.2867798238793267,-1.0929499345154257,-1.082331702655674,-0.934266964781383,1,BUY
2025-02-26,397.5985412597656,401.44790050472056,392.1477511905504,395.8877115559134,19619000,403.0333740234375,405.25574645996096,36.27959657159787,-5.169283088976044,-3.9633209688614905,-1.2523851886186081,-1.146674650160968,-1.0106898228738772,-0.9859999674029053,1,BUY
2025-02-27,390.4368896484375,403.5764407452776,390.0788238664077,399.1302751559888,21127400,398.3385375976562,403.6949645996094,28.01554339258182,-5.998255268158459,-4.370307828720884,-1.3877061978988507,-1.2359011382328027,-1.4742157510904665,-1.0921322794578792,0,HOLD
2025-02-28,394.87310791015625,395.5097097881717,384.50868780557136,390.5662102627109,32845700,396.10650634765625,402.42890625000007,37.93420760275143,-6.225492353270681,-4.741344733630844,-1.3038828614475686,-1.2783214254680375,-0.9178836541042594,-1.1212251704296594,0,HOLD
2025-03-03,386.4184265136719,396.693360360252,384.1008642400347,396.693360360252,23007700,393.021044921875,400.52683410644534,29.3698880811055,-7.00702884356798,-5.194481555618271,-1.4636359577732057,-1.3369613571154464,-1.3982513465453483,-1.2212843482326934,0,HOLD
2025-03-04,386.5377807617188,390.4866125450391,378.9683745181786,381.3555708063787,29342900,391.17294921875003,398.51658020019534,29.941188471635655,-7.52997044046873,-5.661579332588363,-1.4613807325564347,-1.3720848575434825,-1.3662074404771494,-1.2882359325470614,0,HOLD
2025-03-05,398.8816223144531,399.52818059067016,386.73673843465946,387.2639110911412,23433100,391.4295654296875,397.2314697265625,44.44931069463488,-6.869176975822825,-5.9030988612352555,-1.228141085060983,-1.3672078051378833,-0.5524553173457089,-1.2036353392402332,0,HOLD
2025-03-06,394.773681640625,400.0056131492676,390.586108729763,392.1775831353154,23304600,392.296923828125,395.31773071289064,40.49792058787876,-6.600879050427636,-6.042654899073732,-1.3057615430523335,-1.3507234515260724,-0.774086486374325,-1.1692854782233917,0,HOLD
2025-03-07,391.2127380371094,392.6947831487431,383.4841811851977,390.2280267594304,22034100,391.5648498535156,393.83567810058594,39.63235492814854,-6.599514307444792,-6.154026780747944,-1.3730463690351484,-1.3646366923377187,-0.8226355599545395,-1.1691107518190955,0,HOLD
2025-03-10,378.1328430175781,384.3395592028592,375.208517809933,383.7825477685313,32840100,389.90773315429686,391.4643890380859,32.290934812690296,-7.566647353019732,-6.436550895202302,-1.6201939114432249,-1.396130591163358,-1.2344115371573978,-1.2929316335920773,0,HOLD
2025-03-11,378.4213562011719,383.941750050896,374.9002238801034,376.9790758271751,30380200,388.2844482421875,389.72869873046875,27.993261363942892,-8.215127777465398,-6.792266271654921,-1.614742390297906,-1.4269815087911026,-1.47546553709543,-1.3759558031567165,0,HOLD
2025-03-12,381.2262878417969,383.1659020465141,376.92934634163805,380.9080172396425,24253600,384.7533813476563,388.0914733886719,28.584505631690973,-8.405821565713836,-7.114977330466705,-1.5617425794761852,-1.4940902788465606,-1.442302990573277,-1.4003700997393702,0,HOLD
2025-03-13,376.750244140625,383.2653352756173,375.4373059496749,381.1168495701804,20473000,381.14869384765626,386.7228088378906,29.918186485189764,-8.816496007703222,-7.455281065914009,-1.6463184265150115,-1.5625982261001052,-1.3674976084960617,-1.4529482551042545,0,HOLD
2025-03-14,386.4880676269531,388.1491759928466,377.4863373507309,377.7548866940246,19952800,380.203759765625,385.8843048095703,40.21300958766914,-8.26097016695985,-7.616418886123178,-1.4623200733588184,-1.5805569241148076,-0.7900669783884149,-1.3818249492020873,0,HOLD
2025-03-17,386.6273193359375,390.61591588488574,383.5140048019888,384.6379840789578,22474300,381.90265502929685,385.9051940917969,43.69173662896592,-7.720478615040122,-7.637230831906567,-1.4596888811665092,-1.5482690136890285,-0.5949472053303685,-1.3126264652336659,0,HOLD
2025-03-18,381.4749450683594,385.3044217812384,379.0678662350177,385.0060336134189,19486900,382.51337280273435,385.39891052246094,39.373279786643124,-7.620049521746978,-7.63379456987465,-1.557044145554876,-1.5366621764779087,-0.8371669337057475,-1.2997686490892224,0,HOLD
2025-03-19,385.75201416015625,387.6020814133235,381.9523764633006,383.4742167490776,19185500,383.41851806640625,384.08594970703126,46.790252615876945,-7.113336891225742,-7.529703034144869,-1.476227968271442,-1.5194596744633984,-0.42115324880383537,-1.2348948398406223,0,HOLD
2025-03-20,384.7772521972656,389.700869489674,381.2362375881449,383.6831116484138,18470500,385.0239196777344,383.0863067626953,42.738615068916694,-6.7130349368175075,-7.366369414679397,-1.4946463136176056,-1.4889486332400956,-0.6484072383498636,-1.1836446615977625,0,HOLD
2025-03-21,389.1736755371094,389.6510965833373,380.7587653391681,381.1765391094654,39675900,385.5610412597656,382.8824005126953,52.10455549230008,-5.9721943934409865,-7.087534410431716,-1.4115749111174019,-1.4787405092319719,-0.12307709655049091,-1.0887957369810637,0,HOLD
2025-03-24,390.9839477539063,393.29158399443577,387.73139545576913,393.29158399443577,21004500,386.4323669433594,384.1675109863281,53.310619001834986,-5.179295393234099,-6.705886606992193,-1.377369412617383,-1.462180756417809,-0.055429696947008854,-0.9872818306868496,0,HOLD
2025-03-25,393.0528869628906,394.2464699747621,390.54633531859656,391.8195087441688,15775000,388.7479553222656,385.6306640625,44.87585353939081,-4.334011334882518,-6.231511552570258,-1.338276343435356,-1.418172445982292,-0.5285307776849928,-0.8790611283412724,0,HOLD
2025-03-26,387.89056396484375,393.2020858372719,386.4980352565975,392.89374127883343,16108400,389.1756652832031,386.2970916748047,44.059063245975636,-4.03417054445265,-5.792043350946737,-1.4358195913114924,-1.4100437159762318,-0.574344069384871,-0.8406728722141505,0,HOLD
2025-03-27,388.4972839355469,390.1484359049866,385.334248040344,388.049701698404,13766800,389.9196716308594,387.4717956542969,47.53029810628176,-3.7048797788522734,-5.374610636527844,-1.4243554817398736,-1.3959036975636676,-0.3796445283936847,-0.7985141711513613,0,HOLD
2025-03-28,376.7800903320313,387.0550240639985,374.920066699825,386.01060482786494,21632000,387.4409545898437,386.50099792480466,48.73840134566798,-4.33937248894614,-5.167563007011504,-1.6457544760517016,-1.443012307201081,-0.3118827215311786,-0.8797475104543804,0,HOLD
2025-03-31,373.3883056640625,375.0593400396717,365.281739990126,370.5534967757106,35184700,383.921826171875,385.1770965576172,45.56292900497987,-5.057600340863928,-5.145570473781989,-1.7098430061059684,-1.5098941836568485,-0.4899931151066968,-0.9717013593537396,0,HOLD
2025-04-01,380.1520080566406,380.8084923075966,371.2397949635195,372.6522059403994,19689500,381.341650390625,385.0448028564453,49.11472153411474,-5.023123391923036,-5.1210810574101995,-1.5820413363365105,-1.5589310408953054,-0.2907751414033852,-0.9672873170063752,0,HOLD
2025-04-02,380.1023254394531,383.0266205201498,374.6117403662579,375.95454781806535,16092600,379.78400268554685,384.479833984375,52.97971672098258,-4.9428312516233746,-5.085431096252835,-1.5829801005024275,-1.588534507719849,-0.0739898130980717,-0.9570076107582717,0,HOLD
2025-04-03,371.1204223632813,375.4671453752222,367.38049274092737,372.7914870401276,30198000,376.3086303710937,383.11415100097656,36.15337869439177,-5.54010083152059,-5.176365043306386,-1.752695168406922,-1.6545847889730736,-1.0177693100724885,-1.0334753174274065,0,HOLD
2025-04-04,357.92120361328125,372.5925514540549,357.5631378295283,362.1883363320907,49209900,372.53685302734374,379.98890380859376,29.06263744084444,-6.997841162419888,-5.540660267129086,-2.002097359395304,-1.7262683186320906,-1.4154848559549653,-1.2201080604546977,0,HOLD
2025-04-07,355.9517822265625,369.021730877009,342.9514979578054,349.00902084094025,50425000,369.04954833984374,376.4856872558594,30.47774885261296,-8.217302772607184,-6.075988768224706,-2.0393100170631704,-1.7925453774862323,-1.336112081305421,-1.376234265171369,0,HOLD
2025-04-08,352.6693725585937,371.65757505461033,348.38235725741856,366.2963320079612,35868900,363.5530212402344,372.4473358154297,24.30464693284739,-9.340921582904059,-6.7289753311605764,-2.1013318820249025,-1.8970081883728112,-1.6823577715679845,-1.5200898313773188,0,HOLD
2025-04-09,388.4077758789063,391.1331859860626,351.2171667990214,351.65482301024804,50199700,365.214111328125,372.4990570068359,51.83103810887154,-7.263873701226771,-6.835955005173816,-1.4260467564933335,-1.8654387743460485,-0.13841852723719206,-1.254167886748598,0,HOLD
2025-04-10,379.3165283203125,381.8529187789652,365.838762955237,380.02273387837465,38024400,366.85333251953125,371.5809814453125,45.253375031041244,-6.279005522806415,-6.724565108700337,-1.5978279128538995,-1.8342849839223985,-0.5073558171603784,-1.128076397226943,0,HOLD
2025-04-11,386.378662109375,387.9701060709541,376.8696417711553,378.61031016462425,23839200,372.54482421875,372.54083862304685,47.889131340895425,-4.872468436622455,-6.354145774284762,-1.4643873150878186,-1.7261168242347513,-0.3595177813185815,-0.9479991440976545,0,HOLD
2025-04-14,385.7420654296875,392.5455886279536,382.1612557582716,391.1232211496066,19251200,378.502880859375,373.7762145996094,46.604442435113214,-3.7657366263209155,-5.836463944691992,-1.4764159517592117,-1.6128825341417634,-0.43157523359082767,-0.8063056002106501,0,HOLD
2025-04-15,383.6731872558594,389.80034400082167,382.1115516637576,386.438362279428,17199900,384.7036437988281,374.1283325195312,47.983260744045396,-3.020763391360788,-5.273323834025752,-1.5155078676683087,-1.4950355528464954,-0.35423811793520055,-0.7109275720561091,0,HOLD
2025-04-16,369.6284484863281,379.5751254610235,366.0377126687907,378.6401657518634,21967800,380.9477783203125,373.08094482421876,42.00454876942317,-3.5230482699003574,-4.923268721200674,-1.7808863485712445,-1.5664166737046987,-0.6895805894252455,-0.7752345015386312,0,HOLD
2025-04-17,365.8188781738281,372.3240133010547,364.9336397230584,371.7570454382328,21120200,378.2482482910156,372.55079040527346,45.021690016975064,-4.180324957275843,-4.7746799684157075,-1.8528690318389032,-1.6177218869461882,-0.5203508946208657,-0.8593848460770868,0,HOLD
2025-04-21,357.2050476074219,362.5364820854384,353.7734623702264,360.88533011613976,20807300,372.413525390625,372.4791748046875,42.98282270252402,-5.334789473112096,-4.886701869354985,-2.0156292873323887,-1.7286121898362468,-0.6347097744549266,-1.0071895509008004,0,HOLD
2025-04-22,364.864013671875,365.80892977570767,357.94110461161955,361.44235434917846,19485000,368.2379150390625,373.3703979492187,43.42208545932361,-5.567517490655803,-5.022864993615149,-1.8709114102095274,-1.8079706623019454,-0.610071782338236,-1.036985439354192,0,HOLD
2025-04-23,372.3936462402344,378.3616523034824,371.0309260243866,374.05472426245655,20545500,365.9820068359375,375.3428253173828,46.8837944626568,-5.085752313868966,-5.035442457665913,-1.7286373184276713,-1.8508447367365601,-0.41590654111494685,-0.9753056226317673,0,HOLD
2025-04-24,385.2347717285156,386.3786638188774,373.1893609627435,373.6966511817788,22232300,369.103271484375,375.02552490234376,55.533035216624825,-3.6259803863939624,-4.753550043411523,-1.4860013797260656,-1.7915243562876284,0.06922433377241977,-0.7884127767359395,0,HOLD
2025-04-25,389.7605285644531,390.068873110604,382.54918803088736,384.93638434344297,18973200,373.8916015625,376.06992492675784,63.39219263064114,-2.0799336826690364,-4.218826771263026,-1.4004861918848568,-1.700520999013316,0.5100398944203417,-0.5904742748996907,0,HOLD
2025-04-28,389.07421875,390.64578035007287,384.5783317017626,389.8699407631016,16579400,380.26543579101565,376.3394805908203,64.08391414526648,-0.8996889434942545,-3.554999205709272,-1.4134541693586324,-1.579384756515184,0.5488381511823183,-0.4393689590579931,0,HOLD
2025-04-29,391.9388732910156,392.9932186361511,388.29838582664536,389.2134631219311,14974000,385.68040771484374,376.95916137695315,66.75722563180315,0.26377654424214825,-2.791244055718988,-1.3593258809738287,-1.4764719212313933,0.6987826350047858,-0.29041187061695845,0,HOLD
2025-04-30,393.15234375,394.54487238441686,382.39003252749313,388.21877036685504,36461100,389.8321472167969,377.9070770263672,52.870384242572854,1.2691186405444341,-1.9791715164663037,-1.3363970851941254,-1.3975671199663007,-0.0801222081155397,-0.16169912998917357,0,HOLD
2025-05-01,423.1316223144531,434.65981700987567,422.6342884776108,428.8111662318345,58938100,397.41151733398436,383.2573944091797,71.1595683846014,4.433826337768494,-0.6965719456193442,-0.7699319102590099,-1.2535193798491975,0.9457074752272374,0.24347459395392135,0,HOLD
2025-05-02,432.9589538574219,437.0967751187732,427.6971532418887,429.4378217113229,30757400,406.05120239257815,389.9714019775391,71.90979784270326,7.646716920642177,0.9720858276329603,-0.5842422823493556,-1.0893201009154818,0.9877874084523883,0.6548171148529267,2,SELL
2025-05-05,433.8442077636719,437.1564377240829,429.80582912695047,430.5617862640975,20136100,415.0052001953125,397.63531799316405,72.57282268491471,10.147415359339277,2.807151733974224,-0.5675152117566531,-0.9191472331764396,1.0249760855772025,0.9749785312625169,2,SELL
2025-05-06,430.99945068359375,435.3958951923776,428.8708776295015,429.8953841273505,15104200,422.81731567382815,404.2488616943359,72.04817426192386,11.764079778034898,4.598537342786359,-0.6212675331659178,-0.7706761118543424,0.9955488611890896,1.1819581342962397,2,SELL
2025-05-07,431.0392456054688,435.7837995157977,428.8111693588705,431.5266230555768,23295300,430.3946960449219,410.11342163085936,82.90343603732362,12.899808136558136,6.258791501540715,-0.6205155992148382,-0.6266661873371873,1.604414169952183,1.3273640714114674,1,BUY
